order_id,order_date,customer,email,product,category,quantity,unit_price,total_sale,region,sales_rep
ORD-1413,2024-05-28,Sunset Catering,orders@sunsetcatering.com,Antivirus 1yr,Software,15,59.99,899.85,West,Lisa C.
ORD-1923,2024-05-28,Blue Ridge Llc,admin@blueridge.com,Desk Organizer,Office Supplies,12,12.5,150,West,Lisa C.
ORD-1476,2024-05-30,Global Tech,info@globaltech.com,Antivirus 1yr,Software,2,59.99,119.98,North,Lisa C.
ORD-1910,2024-05-30,Rivera & Sons,contact@riverasons.com,Laptop Stand,Electronics,2,45,90,West,Tom B.
ORD-1463,2024-05-31,Sunset Catering,orders@sunsetcatering.com,Ergonomic Chair,Furniture,10,325,3250,North,Tom B.
ORD-1735,2024-05-31,Peak Solutions,info@peaksol.com,Pdf Editor,Software,8,79,632,East,Mike R.
ORD-1140,2024-06-03,Blue Ridge Llc,admin@blueridge.com,Antivirus 1yr,Software,2,59.99,119.98,South,Tom B.
ORD-1177,2024-06-03,Global Tech,info@globaltech.com,Ergonomic Chair,Furniture,1,325,325,West,Sarah J.
ORD-1422,2024-06-04,Rivera & Sons,contact@riverasons.com,Stapler Pro,Office Supplies,1,22.5,22.5,North,Lisa C.
ORD-1529,2024-06-04,Global Tech,info@globaltech.com,Standing Desk,Furniture,5,549,2745,East,Tom B.
ORD-1535,2024-06-04,Rivera & Sons,contact@riverasons.com,Monitor Arm,Furniture,5,89.99,449.95,North,Mike R.
ORD-1594,2024-06-04,Greenleaf Ltd,contact@greenleaf.com,Standing Desk,Furniture,8,549,4392,East,Anna K.
ORD-1826,2024-06-04,Sunshine Bakery,orders@sunshine.com,Ergonomic Chair,Furniture,14,325,4550,West,Mike R.
ORD-1385,2024-06-05,Global Tech,info@globaltech.com,Ergonomic Chair,Furniture,1,325,325,East,Sarah J.
ORD-1203,2024-06-06,Peak Solutions,info@peaksol.com,Standing Desk,Furniture,5,549,2745,East,Tom B.
ORD-1760,2024-06-06,Delta Supplies,orders@deltasupplies.com,Pen Pack,Office Supplies,12,8.99,107.88,North,Anna K.
ORD-1776,2024-06-06,Global Tech,info@globaltech.com,Monitor Arm,Furniture,15,89.99,1349.85,East,Anna K.
ORD-1485,2024-06-08,Sunshine Bakery,orders@sunshine.com,Notebook Set,Office Supplies,7,18,126,South,Anna K.
ORD-1876,2024-06-08,Bright Horizons,hello@brighthorizons.com,Pdf Editor,Software,1,79,79,North,Sarah J.
ORD-1242,2024-06-09,Sunset Catering,orders@sunsetcatering.com,"Monitor 27""",Electronics,15,220,3300,South,Tom B.
ORD-1333,2024-06-09,Bright Horizons,hello@brighthorizons.com,Laptop Stand,Electronics,1,45,45,North,Sarah J.
ORD-1392,2024-06-09,Delta Supplies,orders@deltasupplies.com,Ergonomic Chair,Furniture,15,325,4875,West,Lisa C.
ORD-1255,2024-06-10,Peak Solutions,info@peaksol.com,Monitor Arm,Furniture,9,89.99,809.91,North,Lisa C.
ORD-1502,2024-06-10,Sunshine Bakery,orders@sunshine.com,Ergonomic Chair,Furniture,8,325,2600,West,Mike R.
ORD-1532,2024-06-10,Delta Supplies,orders@deltasupplies.com,Standing Desk,Furniture,12,549,6588,West,Mike R.
ORD-1847,2024-06-10,Sunset Catering,orders@sunsetcatering.com,Desk Organizer,Office Supplies,4,12.5,50,West,Mike R.
ORD-1867,2024-06-10,Delta Supplies,orders@deltasupplies.com,Desk Lamp,Office Supplies,5,34.99,174.95000000000002,East,Sarah J.
ORD-1295,2024-06-11,Global Tech,info@globaltech.com,Usb-C Hub,Electronics,6,49.99,299.94,South,Sarah J.
ORD-1633,2024-06-11,Blue Ridge Llc,admin@blueridge.com,Stapler Pro,Office Supplies,5,22.5,112.5,South,Lisa C.
ORD-1545,2024-06-12,Sunshine Bakery,orders@sunshine.com,Pdf Editor,Software,12,79,948,West,Sarah J.
ORD-1114,2024-06-13,Blue Ridge Llc,admin@blueridge.com,Wireless Mouse,Electronics,11,29.99,329.89,South,Anna K.
ORD-1195,2024-06-13,Blue Ridge Llc,admin@blueridge.com,Vpn Annual,Software,11,49,539,North,Mike R.
ORD-1343,2024-06-13,Rivera & Sons,contact@riverasons.com,"Monitor 27""",Electronics,3,220,660,East,Sarah J.
ORD-1932,2024-06-13,Acme Corp,billing@acme.com,Pdf Editor,Software,13,79,1027,South,Anna K.
ORD-1386,2024-06-14,Delta Supplies,orders@deltasupplies.com,Mechanical Keyboard,Electronics,2,79.99,159.98,South,Lisa C.
ORD-1410,2024-06-14,Acme Corp,billing@acme.com,"Monitor 27""",Electronics,10,220,2200,West,Sarah J.
ORD-1674,2024-06-14,Greenleaf Ltd,contact@greenleaf.com,Laptop Stand,Electronics,6,45,270,North,Mike R.
ORD-1901,2024-06-14,Sunshine Bakery,orders@sunshine.com,Wireless Mouse,Electronics,12,29.99,359.88,South,Tom B.
ORD-1711,2024-06-15,Bright Horizons,hello@brighthorizons.com,Vpn Annual,Software,10,49,490,West,Lisa C.
ORD-1914,2024-06-16,Peak Solutions,info@peaksol.com,Mechanical Keyboard,Electronics,9,79.99,719.91,West,Anna K.
ORD-1047,2024-06-17,Peak Solutions,info@peaksol.com,Pdf Editor,Software,11,79,869,West,Anna K.
ORD-1231,2024-06-18,Acme Corp,billing@acme.com,Wireless Mouse,Electronics,1,29.99,29.99,South,Lisa C.
ORD-1515,2024-06-19,Blue Ridge Llc,admin@blueridge.com,Notebook Set,Office Supplies,5,18,90,North,Sarah J.
ORD-1603,2024-06-19,Delta Supplies,orders@deltasupplies.com,Webcam Hd,Electronics,10,35,350,West,Lisa C.
ORD-1878,2024-06-19,Novex Industries,purchase@novex.com,Usb-C Hub,Electronics,10,49.99,499.9,South,Anna K.
ORD-1986,2024-06-19,Rivera & Sons,contact@riverasons.com,Stapler Pro,Office Supplies,7,22.5,157.5,South,Tom B.
ORD-1656,2024-06-21,Sunshine Bakery,orders@sunshine.com,Webcam Hd,Electronics,12,35,420,West,Sarah J.
ORD-1068,2024-06-22,Sunset Catering,orders@sunsetcatering.com,Pdf Editor,Software,12,79,948,North,Lisa C.
ORD-1187,2024-06-22,Delta Supplies,orders@deltasupplies.com,Vpn Annual,Software,1,49,49,West,Mike R.
ORD-1182,2024-06-23,Greenleaf Ltd,contact@greenleaf.com,Pen Pack,Office Supplies,1,8.99,8.99,North,Mike R.
ORD-1950,2024-06-23,Peak Solutions,info@peaksol.com,Pen Pack,Office Supplies,2,8.99,17.98,East,Mike R.
ORD-1147,2024-06-24,Metro Office Co,buy@metrooffice.com,Laptop Stand,Electronics,13,45,585,South,Mike R.
ORD-1330,2024-06-24,Global Tech,info@globaltech.com,Stapler Pro,Office Supplies,15,22.5,337.5,South,Tom B.
ORD-1563,2024-06-24,Blue Ridge Llc,admin@blueridge.com,Notebook Set,Office Supplies,6,18,108,West,Tom B.
ORD-1830,2024-06-24,Bright Horizons,hello@brighthorizons.com,Webcam Hd,Electronics,11,35,385,East,Lisa C.
ORD-1917,2024-06-24,Acme Corp,billing@acme.com,Desk Lamp,Office Supplies,4,34.99,139.96,South,Mike R.
ORD-1288,2024-06-25,Delta Supplies,orders@deltasupplies.com,Webcam Hd,Electronics,3,35,105,East,Anna K.
ORD-1253,2024-06-26,Blue Ridge Llc,admin@blueridge.com,Stapler Pro,Office Supplies,4,22.5,90,West,Tom B.
ORD-1640,2024-06-26,Blue Ridge Llc,admin@blueridge.com,Desk Organizer,Office Supplies,5,12.5,62.5,East,Tom B.
ORD-1497,2024-06-27,Peak Solutions,info@peaksol.com,Vpn Annual,Software,14,49,686,North,Tom B.
ORD-1672,2024-06-27,Metro Office Co,buy@metrooffice.com,Vpn Annual,Software,11,49,539,South,Sarah J.
ORD-1033,2024-06-28,Rivera & Sons,contact@riverasons.com,Laptop Stand,Electronics,1,45,45,North,Mike R.
ORD-1247,2024-06-28,Delta Supplies,orders@deltasupplies.com,Mechanical Keyboard,Electronics,3,79.99,239.97,East,Tom B.
ORD-1431,2024-06-28,Blue Ridge Llc,admin@blueridge.com,Monitor Arm,Furniture,13,89.99,1169.87,South,Tom B.
ORD-1443,2024-06-28,Metro Office Co,buy@metrooffice.com,Stapler Pro,Office Supplies,14,22.5,315,East,Sarah J.
ORD-1745,2024-06-28,Novex Industries,purchase@novex.com,Pdf Editor,Software,13,79,1027,South,Mike R.
ORD-1977,2024-06-28,Greenleaf Ltd,contact@greenleaf.com,Antivirus 1yr,Software,13,59.99,779.87,North,Mike R.
ORD-1039,2024-06-29,Greenleaf Ltd,contact@greenleaf.com,Pdf Editor,Software,5,79,395,East,Mike R.
ORD-1094,2024-06-29,Delta Supplies,orders@deltasupplies.com,Pdf Editor,Software,11,79,869,North,Sarah J.
ORD-1356,2024-06-29,Blue Ridge Llc,admin@blueridge.com,Pdf Editor,Software,1,79,79,North,Lisa C.
ORD-1619,2024-06-29,Rivera & Sons,contact@riverasons.com,Standing Desk,Furniture,15,549,8235,North,Mike R.
ORD-1743,2024-06-29,Rivera & Sons,contact@riverasons.com,Standing Desk,Furniture,13,549,7137,North,Lisa C.
ORD-1872,2024-06-29,Sunshine Bakery,orders@sunshine.com,Antivirus 1yr,Software,9,59.99,539.91,East,Sarah J.
ORD-1310,2024-06-30,Global Tech,info@globaltech.com,Pen Pack,Office Supplies,14,8.99,125.86,North,Lisa C.
ORD-1537,2024-07-01,Rivera & Sons,contact@riverasons.com,Ergonomic Chair,Furniture,5,325,1625,North,Anna K.
ORD-1554,2024-07-01,Blue Ridge Llc,admin@blueridge.com,Vpn Annual,Software,4,49,196,East,Tom B.
ORD-1801,2024-07-01,Novex Industries,purchase@novex.com,Mechanical Keyboard,Electronics,6,79.99,479.94,North,Tom B.
ORD-1464,2024-07-02,Global Tech,info@globaltech.com,Monitor Arm,Furniture,9,89.99,809.91,North,Lisa C.
ORD-1935,2024-07-02,Greenleaf Ltd,contact@greenleaf.com,Notebook Set,Office Supplies,6,18,108,West,Sarah J.
ORD-1273,2024-07-03,Acme Corp,billing@acme.com,Desk Organizer,Office Supplies,4,12.5,50,West,Lisa C.
ORD-1556,2024-07-03,Delta Supplies,orders@deltasupplies.com,Antivirus 1yr,Software,15,59.99,899.85,West,Mike R.
ORD-1613,2024-07-03,Peak Solutions,info@peaksol.com,Webcam Hd,Electronics,3,35,105,West,Mike R.
ORD-1806,2024-07-03,Sunset Catering,orders@sunsetcatering.com,Laptop Stand,Electronics,11,45,495,South,Anna K.
ORD-1095,2024-07-04,Peak Solutions,info@peaksol.com,"Monitor 27""",Electronics,3,220,660,West,Lisa C.
ORD-1957,2024-07-05,Novex Industries,purchase@novex.com,Ergonomic Chair,Furniture,9,325,2925,South,Lisa C.
ORD-1164,2024-07-06,Bright Horizons,hello@brighthorizons.com,Desk Lamp,Office Supplies,13,34.99,454.87,North,Sarah J.
ORD-1170,2024-07-07,Rivera & Sons,contact@riverasons.com,Monitor Arm,Furniture,13,89.99,1169.87,East,Anna K.
ORD-1496,2024-07-07,Sunset Catering,orders@sunsetcatering.com,Vpn Annual,Software,7,49,343,South,Sarah J.
ORD-1680,2024-07-07,Novex Industries,purchase@novex.com,Monitor Arm,Furniture,14,89.99,1259.86,North,Anna K.
ORD-1434,2024-07-08,Delta Supplies,orders@deltasupplies.com,Ergonomic Chair,Furniture,9,325,2925,South,Sarah J.
ORD-1578,2024-07-08,Rivera & Sons,contact@riverasons.com,Standing Desk,Furniture,15,549,8235,North,Tom B.
ORD-1829,2024-07-08,Blue Ridge Llc,admin@blueridge.com,Pdf Editor,Software,8,79,632,East,Lisa C.
ORD-1069,2024-07-09,Sunshine Bakery,orders@sunshine.com,"Monitor 27""",Electronics,9,220,1980,East,Sarah J.
ORD-1795,2024-07-09,Delta Supplies,orders@deltasupplies.com,Antivirus 1yr,Software,6,59.99,359.94,North,Tom B.
ORD-1958,2024-07-09,Metro Office Co,buy@metrooffice.com,Stapler Pro,Office Supplies,11,22.5,247.5,South,Sarah J.
ORD-1090,2024-07-10,Blue Ridge Llc,admin@blueridge.com,Webcam Hd,Electronics,13,35,455,North,Lisa C.
ORD-1467,2024-07-10,Sunshine Bakery,orders@sunshine.com,Pen Pack,Office Supplies,12,8.99,107.88,North,Tom B.
ORD-1713,2024-07-10,Acme Corp,billing@acme.com,Standing Desk,Furniture,13,549,7137,West,Lisa C.
ORD-1730,2024-07-10,Metro Office Co,buy@metrooffice.com,Stapler Pro,Office Supplies,12,22.5,270,North,Tom B.
ORD-1282,2024-07-11,Bright Horizons,hello@brighthorizons.com,Standing Desk,Furniture,8,549,4392,West,Tom B.
ORD-1822,2024-07-11,Acme Corp,billing@acme.com,Ergonomic Chair,Furniture,4,325,1300,East,Anna K.
ORD-1097,2024-07-12,Novex Industries,purchase@novex.com,"Monitor 27""",Electronics,9,220,1980,East,Lisa C.
ORD-1452,2024-07-12,Novex Industries,purchase@novex.com,Usb-C Hub,Electronics,1,49.99,49.99,West,Sarah J.
ORD-1209,2024-07-13,Global Tech,info@globaltech.com,Standing Desk,Furniture,12,549,6588,South,Mike R.
ORD-1902,2024-07-13,Metro Office Co,buy@metrooffice.com,"Monitor 27""",Electronics,11,220,2420,East,Lisa C.
ORD-1946,2024-07-13,Global Tech,info@globaltech.com,Laptop Stand,Electronics,11,45,495,West,Tom B.
ORD-1179,2024-07-14,Greenleaf Ltd,contact@greenleaf.com,Standing Desk,Furniture,9,549,4941,West,Lisa C.
ORD-1229,2024-07-14,Global Tech,info@globaltech.com,Pdf Editor,Software,9,79,711,East,Sarah J.
ORD-1381,2024-07-14,Delta Supplies,orders@deltasupplies.com,Ergonomic Chair,Furniture,5,325,1625,North,Sarah J.
ORD-1654,2024-07-14,Acme Corp,billing@acme.com,Vpn Annual,Software,7,49,343,East,Anna K.
ORD-1665,2024-07-14,Novex Industries,purchase@novex.com,Desk Organizer,Office Supplies,4,12.5,50,West,Lisa C.
ORD-1948,2024-07-14,Greenleaf Ltd,contact@greenleaf.com,Monitor Arm,Furniture,8,89.99,719.92,North,Sarah J.
ORD-1964,2024-07-14,Metro Office Co,buy@metrooffice.com,Desk Organizer,Office Supplies,7,12.5,87.5,North,Anna K.
ORD-1251,2024-07-15,Peak Solutions,info@peaksol.com,Monitor Arm,Furniture,10,89.99,899.9,North,Mike R.
ORD-1488,2024-07-15,Sunset Catering,orders@sunsetcatering.com,Monitor Arm,Furniture,10,89.99,899.9,North,Tom B.
ORD-1509,2024-07-15,Sunset Catering,orders@sunsetcatering.com,Pdf Editor,Software,10,79,790,South,Sarah J.
ORD-1934,2024-07-15,Acme Corp,billing@acme.com,Stapler Pro,Office Supplies,12,22.5,270,North,Lisa C.
ORD-1955,2024-07-15,Delta Supplies,orders@deltasupplies.com,Laptop Stand,Electronics,10,45,450,West,Anna K.
ORD-1052,2024-07-16,Metro Office Co,buy@metrooffice.com,Desk Lamp,Office Supplies,1,34.99,34.99,South,Anna K.
ORD-1446,2024-07-17,Sunshine Bakery,orders@sunshine.com,Wireless Mouse,Electronics,8,29.99,239.92,East,Mike R.
ORD-1679,2024-07-17,Sunshine Bakery,orders@sunshine.com,Ergonomic Chair,Furniture,7,325,2275,East,Lisa C.
ORD-1030,2024-07-18,Delta Supplies,orders@deltasupplies.com,"Monitor 27""",Electronics,7,220,1540,West,Sarah J.
ORD-1138,2024-07-18,Novex Industries,purchase@novex.com,Ergonomic Chair,Furniture,2,325,650,North,Lisa C.
ORD-1477,2024-07-18,Greenleaf Ltd,contact@greenleaf.com,Standing Desk,Furniture,1,549,549,North,Sarah J.
ORD-1840,2024-07-18,Delta Supplies,orders@deltasupplies.com,Standing Desk,Furniture,7,549,3843,North,Tom B.
ORD-1504,2024-07-19,Blue Ridge Llc,admin@blueridge.com,Desk Organizer,Office Supplies,9,12.5,112.5,West,Lisa C.
ORD-1574,2024-07-19,Global Tech,info@globaltech.com,Antivirus 1yr,Software,7,59.99,419.93,North,Tom B.
ORD-1591,2024-07-19,Peak Solutions,info@peaksol.com,Usb-C Hub,Electronics,12,49.99,599.88,East,Tom B.
ORD-1605,2024-07-19,Acme Corp,billing@acme.com,Webcam Hd,Electronics,7,35,245,West,Mike R.
ORD-1828,2024-07-19,Sunset Catering,orders@sunsetcatering.com,Notebook Set,Office Supplies,8,18,144,West,Mike R.
ORD-1916,2024-07-19,Novex Industries,purchase@novex.com,Ergonomic Chair,Furniture,15,325,4875,North,Sarah J.
ORD-1609,2024-07-20,Global Tech,info@globaltech.com,Pdf Editor,Software,8,79,632,South,Anna K.
ORD-1141,2024-07-21,Novex Industries,purchase@novex.com,Pdf Editor,Software,8,79,632,East,Tom B.
ORD-1717,2024-07-21,Sunset Catering,orders@sunsetcatering.com,"Monitor 27""",Electronics,1,220,220,East,Sarah J.
ORD-1261,2024-07-22,Global Tech,info@globaltech.com,Desk Organizer,Office Supplies,4,12.5,50,East,Tom B.
ORD-1466,2024-07-22,Rivera & Sons,contact@riverasons.com,Notebook Set,Office Supplies,8,18,144,South,Anna K.
ORD-1666,2024-07-22,Acme Corp,billing@acme.com,Standing Desk,Furniture,11,549,6039,North,Anna K.
ORD-1658,2024-07-23,Acme Corp,billing@acme.com,Ergonomic Chair,Furniture,7,325,2275,East,Lisa C.
ORD-1724,2024-07-23,Global Tech,info@globaltech.com,Standing Desk,Furniture,5,549,2745,North,Tom B.
ORD-1213,2024-07-24,Peak Solutions,info@peaksol.com,Pdf Editor,Software,14,79,1106,West,Tom B.
ORD-1156,2024-07-25,Bright Horizons,hello@brighthorizons.com,Monitor Arm,Furniture,15,89.99,1349.85,East,Tom B.
ORD-1025,2024-07-26,Bright Horizons,hello@brighthorizons.com,Webcam Hd,Electronics,5,35,175,South,Tom B.
ORD-1857,2024-07-26,Peak Solutions,info@peaksol.com,Pen Pack,Office Supplies,4,8.99,35.96,South,Lisa C.
ORD-1928,2024-07-26,Delta Supplies,orders@deltasupplies.com,Monitor Arm,Furniture,11,89.99,989.89,South,Tom B.
ORD-1922,2024-07-27,Acme Corp,billing@acme.com,Notebook Set,Office Supplies,11,18,198,East,Anna K.
ORD-1474,2024-07-28,Sunset Catering,orders@sunsetcatering.com,Pen Pack,Office Supplies,4,8.99,35.96,North,Tom B.
ORD-1649,2024-07-28,Rivera & Sons,contact@riverasons.com,Stapler Pro,Office Supplies,4,22.5,90,North,Anna K.
ORD-1763,2024-07-28,Greenleaf Ltd,contact@greenleaf.com,Mechanical Keyboard,Electronics,14,79.99,1119.86,West,Tom B.
ORD-1940,2024-07-28,Acme Corp,billing@acme.com,Ergonomic Chair,Furniture,10,325,3250,West,Sarah J.
ORD-1345,2024-07-29,Rivera & Sons,contact@riverasons.com,Stapler Pro,Office Supplies,12,22.5,270,North,Anna K.
ORD-1021,2024-07-30,Acme Corp,billing@acme.com,Pen Pack,Office Supplies,13,8.99,116.87,West,Mike R.
ORD-1249,2024-07-30,Bright Horizons,hello@brighthorizons.com,Antivirus 1yr,Software,6,59.99,359.94,West,Lisa C.
ORD-1264,2024-07-30,Sunshine Bakery,orders@sunshine.com,Desk Organizer,Office Supplies,3,12.5,37.5,South,Lisa C.
ORD-1119,2024-07-31,Greenleaf Ltd,contact@greenleaf.com,Vpn Annual,Software,13,49,637,South,Mike R.
ORD-1748,2024-07-31,Bright Horizons,hello@brighthorizons.com,Desk Lamp,Office Supplies,3,34.99,104.97,West,Anna K.
ORD-1127,2024-08-01,Bright Horizons,hello@brighthorizons.com,Desk Lamp,Office Supplies,4,34.99,139.96,East,Mike R.
ORD-1408,2024-08-01,Global Tech,info@globaltech.com,Desk Lamp,Office Supplies,11,34.99,384.89,North,Lisa C.
ORD-1421,2024-08-01,Metro Office Co,buy@metrooffice.com,Standing Desk,Furniture,13,549,7137,South,Anna K.
ORD-1072,2024-08-02,Sunset Catering,orders@sunsetcatering.com,Ergonomic Chair,Furniture,6,325,1950,East,Lisa C.
ORD-1348,2024-08-02,Rivera & Sons,contact@riverasons.com,Ergonomic Chair,Furniture,13,325,4225,North,Lisa C.
ORD-1790,2024-08-02,Acme Corp,billing@acme.com,Pen Pack,Office Supplies,7,8.99,62.93,South,Tom B.
ORD-1160,2024-08-04,Greenleaf Ltd,contact@greenleaf.com,Desk Lamp,Office Supplies,2,34.99,69.98,South,Tom B.
ORD-1521,2024-08-04,Sunset Catering,orders@sunsetcatering.com,Antivirus 1yr,Software,6,59.99,359.94,North,Lisa C.
ORD-1391,2024-08-04,Metro Office Co,buy@metrooffice.com,Usb-C Hub,Electronics,3,49.99,149.97,East,Mike R.
ORD-1397,2024-08-04,Global Tech,info@globaltech.com,Pen Pack,Office Supplies,9,8.99,80.91,North,Lisa C.
ORD-1412,2024-08-04,Novex Industries,purchase@novex.com,Desk Lamp,Office Supplies,11,34.99,384.89,West,Sarah J.
ORD-1486,2024-08-04,Bright Horizons,hello@brighthorizons.com,Antivirus 1yr,Software,14,59.99,839.86,West,Sarah J.
ORD-1960,2024-08-04,Sunset Catering,orders@sunsetcatering.com,Vpn Annual,Software,5,49,245,West,Mike R.
ORD-1607,2024-08-05,Sunshine Bakery,orders@sunshine.com,Webcam Hd,Electronics,8,35,280,North,Anna K.
ORD-1653,2024-08-05,Bright Horizons,hello@brighthorizons.com,Webcam Hd,Electronics,5,35,175,West,Mike R.
ORD-1712,2024-08-05,Delta Supplies,orders@deltasupplies.com,Pdf Editor,Software,1,79,79,West,Sarah J.
ORD-1787,2024-08-05,Novex Industries,purchase@novex.com,Stapler Pro,Office Supplies,1,22.5,22.5,East,Lisa C.
ORD-1388,2024-08-06,Rivera & Sons,contact@riverasons.com,Ergonomic Chair,Furniture,11,325,3575,East,Anna K.
ORD-1449,2024-08-06,Metro Office Co,buy@metrooffice.com,Webcam Hd,Electronics,7,35,245,West,Lisa C.
ORD-1919,2024-08-06,Acme Corp,billing@acme.com,Usb-C Hub,Electronics,14,49.99,699.86,North,Anna K.
ORD-1929,2024-08-06,Global Tech,info@globaltech.com,Notebook Set,Office Supplies,13,18,234,East,Anna K.
ORD-1579,2024-08-07,Sunshine Bakery,orders@sunshine.com,Ergonomic Chair,Furniture,2,325,650,South,Lisa C.
ORD-1818,2024-08-07,Delta Supplies,orders@deltasupplies.com,Vpn Annual,Software,10,49,490,North,Tom B.
ORD-1055,2024-08-08,Sunshine Bakery,orders@sunshine.com,Stapler Pro,Office Supplies,7,22.5,157.5,South,Mike R.
ORD-1105,2024-08-08,Sunshine Bakery,orders@sunshine.com,Monitor Arm,Furniture,6,89.99,539.94,West,Lisa C.
ORD-1322,2024-08-10,Greenleaf Ltd,contact@greenleaf.com,Ergonomic Chair,Furniture,10,325,3250,North,Anna K.
ORD-1427,2024-08-10,Acme Corp,billing@acme.com,Antivirus 1yr,Software,11,59.99,659.89,South,Anna K.
ORD-1866,2024-08-10,Greenleaf Ltd,contact@greenleaf.com,Mechanical Keyboard,Electronics,12,79.99,959.88,East,Anna K.
ORD-1664,2024-08-11,Bright Horizons,hello@brighthorizons.com,Pdf Editor,Software,12,79,948,East,Sarah J.
ORD-1010,2024-08-12,Bright Horizons,hello@brighthorizons.com,Antivirus 1yr,Software,4,59.99,239.96,South,Sarah J.
ORD-1045,2024-08-12,Global Tech,info@globaltech.com,Vpn Annual,Software,5,49,245,West,Lisa C.
ORD-1143,2024-08-12,Blue Ridge Llc,admin@blueridge.com,Mechanical Keyboard,Electronics,11,79.99,879.89,West,Mike R.
ORD-1823,2024-08-12,Sunset Catering,orders@sunsetcatering.com,Monitor Arm,Furniture,7,89.99,629.93,North,Anna K.
ORD-1994,2024-08-12,Acme Corp,billing@acme.com,Desk Organizer,Office Supplies,13,12.5,162.5,North,Lisa C.
ORD-1778,2024-08-13,Delta Supplies,orders@deltasupplies.com,Desk Lamp,Office Supplies,15,34.99,524.85,North,Tom B.
ORD-1933,2024-08-13,Sunset Catering,orders@sunsetcatering.com,Standing Desk,Furniture,3,549,1647,North,Tom B.
ORD-1028,2024-08-14,Delta Supplies,orders@deltasupplies.com,Vpn Annual,Software,8,49,392,South,Tom B.
ORD-1084,2024-08-15,Delta Supplies,orders@deltasupplies.com,Monitor Arm,Furniture,13,89.99,1169.87,West,Mike R.
ORD-1885,2024-08-15,Metro Office Co,buy@metrooffice.com,Notebook Set,Office Supplies,4,18,72,West,Lisa C.
ORD-1185,2024-08-16,Acme Corp,billing@acme.com,Ergonomic Chair,Furniture,4,325,1300,North,Lisa C.
ORD-1805,2024-08-16,Delta Supplies,orders@deltasupplies.com,Antivirus 1yr,Software,3,59.99,179.97,North,Sarah J.
ORD-1226,2024-08-17,Sunshine Bakery,orders@sunshine.com,Usb-C Hub,Electronics,3,49.99,149.97,North,Tom B.
ORD-1361,2024-08-17,Bright Horizons,hello@brighthorizons.com,Stapler Pro,Office Supplies,5,22.5,112.5,North,Sarah J.
ORD-1897,2024-08-17,Peak Solutions,info@peaksol.com,Stapler Pro,Office Supplies,14,22.5,315,West,Lisa C.
ORD-1086,2024-08-18,Bright Horizons,hello@brighthorizons.com,Desk Lamp,Office Supplies,2,34.99,69.98,South,Tom B.
ORD-1099,2024-08-18,Sunset Catering,orders@sunsetcatering.com,Ergonomic Chair,Furniture,15,325,4875,South,Mike R.
ORD-1137,2024-08-18,Sunset Catering,orders@sunsetcatering.com,Pen Pack,Office Supplies,9,8.99,80.91,West,Tom B.
ORD-1436,2024-08-18,Metro Office Co,buy@metrooffice.com,Antivirus 1yr,Software,14,59.99,839.86,East,Sarah J.
ORD-1887,2024-08-18,Rivera & Sons,contact@riverasons.com,Standing Desk,Furniture,7,549,3843,East,Mike R.
ORD-1409,2024-08-20,Metro Office Co,buy@metrooffice.com,Monitor Arm,Furniture,11,89.99,989.89,North,Lisa C.
ORD-1812,2024-08-21,Sunset Catering,orders@sunsetcatering.com,Pen Pack,Office Supplies,11,8.99,98.89,East,Anna K.
ORD-1359,2024-08-22,Blue Ridge Llc,admin@blueridge.com,Pen Pack,Office Supplies,3,8.99,26.97,East,Mike R.
ORD-1407,2024-08-22,Sunset Catering,orders@sunsetcatering.com,Laptop Stand,Electronics,14,45,630,South,Sarah J.
ORD-1131,2024-08-23,Sunshine Bakery,orders@sunshine.com,Ergonomic Chair,Furniture,3,325,975,West,Mike R.
ORD-1272,2024-08-23,Greenleaf Ltd,contact@greenleaf.com,"Monitor 27""",Electronics,11,220,2420,South,Tom B.
ORD-1742,2024-08-23,Delta Supplies,orders@deltasupplies.com,Mechanical Keyboard,Electronics,14,79.99,1119.86,West,Sarah J.
ORD-1772,2024-08-23,Greenleaf Ltd,contact@greenleaf.com,Pdf Editor,Software,7,79,553,West,Lisa C.
ORD-1318,2024-08-24,Sunshine Bakery,orders@sunshine.com,Standing Desk,Furniture,10,549,5490,South,Anna K.
ORD-1582,2024-08-24,Blue Ridge Llc,admin@blueridge.com,Desk Lamp,Office Supplies,1,34.99,34.99,North,Lisa C.
ORD-1860,2024-08-24,Delta Supplies,orders@deltasupplies.com,Ergonomic Chair,Furniture,11,325,3575,North,Tom B.
ORD-1909,2024-08-24,Acme Corp,billing@acme.com,Pdf Editor,Software,11,79,869,West,Mike R.
ORD-1300,2024-08-25,Metro Office Co,buy@metrooffice.com,Antivirus 1yr,Software,12,59.99,719.88,North,Mike R.
ORD-1773,2024-08-25,Bright Horizons,hello@brighthorizons.com,Pdf Editor,Software,11,79,869,East,Mike R.
ORD-1875,2024-08-25,Global Tech,info@globaltech.com,Desk Organizer,Office Supplies,10,12.5,125,North,Anna K.
ORD-1056,2024-08-26,Blue Ridge Llc,admin@blueridge.com,Desk Organizer,Office Supplies,8,12.5,100,East,Anna K.
ORD-1103,2024-08-26,Global Tech,info@globaltech.com,Standing Desk,Furniture,4,549,2196,South,Sarah J.
ORD-1350,2024-08-26,Sunset Catering,orders@sunsetcatering.com,Antivirus 1yr,Software,13,59.99,779.87,East,Mike R.
